采样时间,设备名称,卷标,分区1,分区2,分区3,分区4,分区5,分区6,分区7,分区8,分区9,分区10,分区11,纵向趋势,传动侧厚度,操作侧厚度
[2022/7/29 0:15:31],XYR0001,1,100.0852,99.98376,99.97014,99.84048,99.78812,99.82904,99.15355,98.9437,98.87621,99.24563,97.52924,99.38592,99.87051,99.16656
[2022/7/29 0:15:45],XYR0001,1,100.2638,99.94483,100.0472,99.59566,99.86008,99.64385,99.03951,98.71828,98.99884,99.14754,97.66571,99.35684,99.86537,99.13239
[2022/7/29 0:15:58],XYR0001,1,100.396,99.69778,100.1045,99.48097,100.0716,99.59145,99.26842,98.76155,99.09937,99.15632,97.76044,99.39895,99.84938,99.1582
[2022/7/29 0:16:13],XYR0001,1,100.1202,100.0738,99.81404,99.73789,99.84925,99.70565,98.87528,98.82269,98.72021,99.36108,97.31539,99.30869,99.86099,99.12148
[2022/7/29 0:16:27],XYR0001,1,100.3199,99.88295,100.0831,99.56998,100.0587,99.49207,99.27959,98.63644,98.98193,99.2795,97.63052,99.38316,99.88361,99.12893
[2022/7/29 0:16:41],XYR0001,1,100.0336,100.1461,99.74615,99.62027,99.85987,99.63042,98.82259,98.75357,98.69434,99.38198,97.33799,99.27515,99.8593,99.08552
[2022/7/29 0:16:54],XYR0001,1,99.90173,100.1632,99.51673,99.88446,99.8821,99.96385,98.88095,98.97784,98.75363,99.47659,97.3653,99.3424,99.86069,99.16055
[2022/7/29 0:17:08],XYR0001,1,100.3155,99.89117,99.9599,99.51862,99.96477,99.4631,99.01546,98.6206,98.91547,99.20728,97.66913,99.32191,99.84444,99.09085
[2022/7/29 0:17:23],XYR0001,1,100.2703,99.93849,99.92437,99.71135,99.93943,99.67159,99.13766,98.77347,98.96149,99.09293,97.9178,99.39445,99.86482,99.11279
[2022/7/29 0:17:37],XYR0001,1,100.339,100.0334,99.88941,99.612,99.83096,99.52415,98.92431,98.7029,98.76958,99.1618,97.4389,99.2933,99.85078,99.05505
[2022/7/29 0:17:51],XYR0001,1,100.0435,100.1111,99.72997,99.88275,99.92399,99.84865,98.95625,98.96286,98.7422,99.26231,97.54493,99.36441,99.88749,99.11469
[2022/7/29 0:18:04],XYR0001,1,100.2205,99.91777,99.9584,99.53477,99.96236,99.52944,98.92442,98.73251,98.95123,99.18944,97.61982,99.32188,99.86099,99.08512
[2022/7/29 0:18:18],XYR0001,1,100.4012,99.72111,100.0913,99.40762,100.0896,99.56462,99.27142,98.73402,99.13778,99.14168,97.81248,99.39753,99.84084,99.13599
[2022/7/29 0:18:33],XYR0001,1,100.1769,100.0475,99.80379,99.65186,99.83588,99.67929,98.74761,98.74872,98.82448,99.18719,96.93916,99.24023,99.8372,99.07687
[2022/7/29 0:18:47],XYR0001,1,100.3175,99.71442,100.0793,99.51062,100.0683,99.6105,99.23523,98.68543,99.00799,99.30777,97.44902,99.36237,99.84077,99.13239
[2022/7/29 0:19:00],XYR0001,1,100.1471,100.0817,99.77311,99.66447,99.79317,99.70389,98.64893,98.72813,98.79108,99.28522,97.3938,99.27369,99.83318,99.07182
[2022/7/29 0:19:14],XYR0001,1,100.0082,100.1289,99.62061,99.86306,99.71127,99.97001,98.85718,98.94952,98.81467,99.25253,97.4617,99.33069,99.83184,99.13
[2022/7/29 0:19:28],XYR0001,1,100.313,99.90412,99.94513,99.50561,99.85239,99.49151,98.98363,98.64756,98.95255,99.09602,97.93843,99.33,99.81382,99.07256
[2022/7/29 0:19:42],XYR0001,1,100.1356,100.0023,99.90703,99.78467,99.72603,99.68687,99.13914,98.84231,98.91743,99.16142,97.94576,99.38623,99.83852,99.11868
[2022/7/29 0:19:56],XYR0001,1,100.1219,100.1235,99.83309,99.68031,99.73309,99.69994,98.91942,98.65416,98.90984,99.1786,97.71793,99.32471,99.8409,99.0909
[2022/7/29 0:20:09],XYR0001,1,100.2561,99.93199,100.0429,99.53725,99.98572,99.6189,99.2607,98.66299,99.10011,99.19949,97.61908,99.38319,99.86104,99.13743
[2022/7/29 0:20:23],XYR0001,1,100.1235,100.0576,99.82499,99.6287,99.59064,99.56947,98.89385,98.73247,98.87244,99.29758,97.23207,99.25666,99.80971,99.09887
[2022/7/29 0:20:37],XYR0001,1,99.76234,100.0924,99.72553,99.76254,99.68056,99.8884,98.92268,99.02565,98.82442,99.34949,97.11749,99.28649,99.81303,99.16083
[2022/7/29 0:20:52],XYR0001,1,100.0899,99.86089,99.97445,99.49036,99.8373,99.45812,99.02363,98.5627,98.91483,99.12744,97.69508,99.27588,99.79967,99.07474
[2022/7/29 0:21:05],XYR0001,1,99.82947,99.98786,99.6716,99.79866,99.69034,99.77399,98.91451,98.86652,98.90138,99.40267,97.42674,99.2967,99.79214,99.13299
[2022/7/29 0:21:19],XYR0001,1,100.1551,99.86996,99.9845,99.44151,99.89281,99.41023,99.01488,98.60561,98.9671,99.25366,97.55701,99.28658,99.79517,99.08337
[2022/7/29 0:21:33],XYR0001,1,100.1233,99.78379,100.0159,99.50327,100.0363,99.58648,99.30743,98.68816,99.06606,99.11918,97.52116,99.341,99.81896,99.12543
[2022/7/29 0:21:47],XYR0001,1,100.1242,100.0257,99.79295,99.73518,99.59743,99.6338,98.78728,98.7506,98.84891,99.16662,97.47219,99.2668,99.80027,99.07264
[2022/7/29 0:22:01],XYR0001,1,100.2242,99.86296,99.95761,99.60759,99.81372,99.55083,99.14108,98.70718,99.05282,99.24463,97.57513,99.33979,99.80639,99.11264
[2022/7/29 0:22:14],XYR0001,1,100.2075,99.87524,100.049,99.52413,99.79734,99.47343,98.89548,98.6373,98.77364,99.25901,97.48898,99.271,99.80941,99.04971
[2022/7/29 0:22:28],XYR0001,1,100.0991,100.0208,100.0025,99.86907,99.69061,99.77567,98.89899,98.8971,98.73659,99.34704,97.38232,99.33816,99.86121,99.09853
[2022/7/29 0:22:42],XYR0001,1,100.0839,99.98965,100.0194,99.65302,99.87434,99.46929,98.96586,98.54686,98.95108,99.31743,97.53242,99.30938,99.87494,99.06947
[2022/7/29 0:22:56],XYR0001,1,100.2435,99.78568,100.0564,99.56654,100.0984,99.58297,99.29658,98.54147,99.10803,99.18622,97.66086,99.37514,99.87603,99.11362
[2022/7/29 0:23:11],XYR0001,1,100.1438,100.045,99.74925,99.76747,99.56527,99.60152,98.73682,98.68983,98.82384,99.36279,96.9067,99.21748,99.81946,99.07122
[2022/7/29 0:23:24],XYR0001,1,100.3558,99.87712,100.0488,99.57275,99.91417,99.5834,99.1666,98.62415,99.10249,99.32461,97.29568,99.35142,99.83971,99.12463
[2022/7/29 0:23:38],XYR0001,1,100.1316,100.0605,99.82104,99.81752,99.50794,99.64127,98.6687,98.77171,98.84673,99.25938,97.32834,99.25952,99.81694,99.07239
[2022/7/29 0:23:52],XYR0001,1,100.0439,100.0146,99.76899,99.8578,99.54576,99.90309,98.88581,98.94163,98.92134,99.49389,97.34322,99.33818,99.80485,99.16644
[2022/7/29 0:24:06],XYR0001,1,100.3036,99.78255,99.97826,99.55124,99.86126,99.47402,99.02647,98.59737,99.08276,99.27006,97.83511,99.34206,99.79794,99.12066
[2022/7/29 0:24:19],XYR0001,1,100.1766,99.88538,99.87154,99.81117,99.73438,99.69609,99.06887,98.88979,99.022,99.27435,97.94566,99.3978,99.81454,99.16239
[2022/7/29 0:24:33],XYR0001,1,100.2076,99.87625,99.83291,99.67382,99.7923,99.56188,98.98754,98.61978,99.01782,99.16121,97.79733,99.32077,99.80211,99.10674
[2022/7/29 0:24:47],XYR0001,1,100.2428,99.84313,100.049,99.54276,99.91189,99.44695,99.27251,98.53573,99.19466,99.2674,97.62729,99.35764,99.82286,99.12877
[2022/7/29 0:25:01],XYR0001,1,99.93891,99.9978,99.78307,99.77599,99.63168,99.58551,98.8341,98.70978,98.87844,99.4277,96.91616,99.22537,99.80743,99.10378
[2022/7/29 0:25:15],XYR0001,1,99.86745,100.034,99.68755,99.93771,99.6086,99.89037,98.74107,98.89548,98.85712,99.47542,97.07716,99.27927,99.81316,99.14465
[2022/7/29 0:25:29],XYR0001,1,100.2548,99.80851,99.99316,99.45724,99.81432,99.46669,98.90686,98.62763,98.98319,99.14445,97.47894,99.26689,99.78625,99.07332
[2022/7/29 0:25:43],XYR0001,1,100.0283,100.0404,99.75135,99.71261,99.62629,99.8442,98.90498,98.88937,98.90186,99.31039,97.50866,99.31985,99.78409,99.13142
[2022/7/29 0:25:57],XYR0001,1,100.2701,99.75787,99.87424,99.41689,99.84019,99.42726,99.00219,98.60741,99.01801,99.13156,97.65865,99.27312,99.74702,99.07494
[2022/7/29 0:26:11],XYR0001,1,100.2067,99.88299,99.87016,99.57688,99.87053,99.57784,99.19473,98.72376,99.02804,99.235,97.84456,99.36465,99.77889,99.1211
[2022/7/29 0:26:24],XYR0001,1,100.1662,100.0752,99.69676,99.65736,99.68781,99.64085,98.82045,98.75034,98.92904,99.27886,97.75953,99.31477,99.77913,99.09879
[2022/7/29 0:26:38],XYR0001,1,100.1681,99.84135,99.93362,99.42516,99.87489,99.59374,99.17258,98.80111,99.0424,99.33113,97.73814,99.35656,99.7729,99.15243
[2022/7/29 0:26:52],XYR0001,1,100.1069,99.92239,99.81838,99.47292,99.61548,99.5244,98.94464,98.75348,98.77099,99.28934,97.41352,99.23933,99.73354,99.09492
[2022/7/29 0:27:06],XYR0001,1,100.0148,100.0289,99.74367,99.76945,99.56812,99.82025,98.85955,98.95374,98.79226,99.30202,97.15878,99.27377,99.75993,99.12531
[2022/7/29 0:27:20],XYR0001,1,100.2812,99.81352,99.91974,99.36475,99.75571,99.37947,98.94564,98.67964,98.85111,99.14288,98.08566,99.29266,99.73203,99.04997
[2022/7/29 0:27:34],XYR0001,1,100.1103,100.0003,99.81561,99.71164,99.63921,99.7093,99.07709,98.9315,98.88454,99.20197,97.97479,99.36874,99.76782,99.11652
[2022/7/29 0:27:49],XYR0001,1,100.1052,99.92917,99.9244,99.47513,99.81143,99.39101,98.99688,98.66897,99.00687,99.19701,97.81683,99.30208,99.77815,99.0779
[2022/7/29 0:28:02],XYR0001,1,99.92558,99.988,99.80503,99.84359,99.75454,99.79027,98.88581,98.90919,98.87468,99.26821,97.36578,99.31006,99.81994,99.11854
[2022/7/29 0:28:16],XYR0001,1,100.1557,99.93848,99.95473,99.4838,99.79261,99.38271,98.90389,98.6469,98.9826,99.22553,97.63511,99.28201,99.80342,99.06441
[2022/7/29 0:28:30],XYR0001,1,100.2452,99.77319,100.0522,99.37091,99.98415,99.58302,99.24306,98.69602,99.12682,99.15189,97.72148,99.35891,99.79845,99.12186
[2022/7/29 0:28:44],XYR0001,1,100.0518,99.96089,99.67395,99.56284,99.57943,99.65479,98.68783,98.78848,98.85842,99.33024,97.30919,99.22343,99.73595,99.08711
[2022/7/29 0:28:58],XYR0001,1,99.8537,100.1068,99.63773,99.79977,99.53875,99.88453,98.75657,98.94713,98.87193,99.46696,97.21185,99.27962,99.75684,99.1461
[2022/7/29 0:29:11],XYR0001,1,100.2384,99.80424,99.9082,99.46479,99.77221,99.50159,98.92488,98.55035,99.02483,99.31748,97.56559,99.27933,99.74516,99.09674
[2022/7/29 0:29:25],XYR0001,1,100.1608,99.77538,99.91793,99.55727,99.87142,99.6444,99.18371,98.65672,99.14213,99.21963,97.68818,99.34705,99.76637,99.14029
[2022/7/29 0:29:39],XYR0001,1,100.1164,100.0314,99.81135,99.7583,99.57739,99.58036,98.77096,98.70457,98.87387,99.17247,97.63331,99.27549,99.78331,99.06838
[2022/7/29 0:29:53],XYR0001,1,100.1702,99.90559,99.93272,99.56248,99.86321,99.56644,99.14698,98.62624,99.0903,99.19873,97.68285,99.34052,99.80293,99.1028
[2022/7/29 0:30:07],XYR0001,1,100.1011,100.0465,99.71676,99.67721,99.5191,99.60445,98.73469,98.70422,98.81806,99.41618,97.9535,99.29926,99.76511,99.07443
[2022/7/29 0:30:21],XYR0001,1,100.2247,99.85647,99.99472,99.63018,99.91824,99.58471,99.20042,98.59462,99.00524,99.33455,97.72801,99.37016,99.81599,99.11612
[2022/7/29 0:30:35],XYR0001,1,100.0613,100.0169,99.72998,99.76497,99.50275,99.59253,98.64859,98.65334,98.80843,99.43206,96.91306,99.19308,99.77858,99.06264
[2022/7/29 0:30:49],XYR0001,1,99.90398,100.0323,99.66593,99.93703,99.57072,99.87526,98.75042,98.92628,98.82132,99.41601,96.80878,99.24619,99.79233,99.11977
[2022/7/29 0:31:03],XYR0001,1,100.1882,99.85628,99.93294,99.38815,99.8185,99.48732,98.90682,98.58331,98.98065,99.18056,97.49502,99.25616,99.76631,99.06454
[2022/7/29 0:31:16],XYR0001,1,100.303,99.69196,100.1061,99.36982,100.0007,99.58493,99.2601,98.63372,99.1591,99.19317,97.60303,99.35506,99.78181,99.12555
[2022/7/29 0:31:30],XYR0001,1,99.95473,99.93054,99.67825,99.73195,99.60945,99.65182,98.73529,98.7539,98.8773,99.24007,97.46703,99.23913,99.75525,99.08123
[2022/7/29 0:31:44],XYR0001,1,99.95255,99.88811,99.77347,99.82744,99.74054,99.79041,98.93763,98.83672,98.92796,99.4881,97.39242,99.32322,99.78653,99.15019
[2022/7/29 0:31:58],XYR0001,1,100.1343,99.66151,99.96337,99.45405,99.80228,99.38708,99.07153,98.5381,98.93591,99.33158,97.50342,99.25302,99.74679,99.09178
[2022/7/29 0:32:12],XYR0001,1,100.0087,99.88831,99.87447,99.75092,99.66872,99.73877,99.08109,98.86314,98.97537,99.22981,97.86028,99.35815,99.77608,99.1433
[2022/7/29 0:32:26],XYR0001,1,100.0517,99.81808,99.97752,99.576,99.9865,0,0,0,0,98.78849,97.84197,99.43433,99.81415,51.51194
[2022/7/29 0:32:40],XYR0001,1,100.068,100.0076,100.049,99.89983,99.98478,100.0455,99.26068,99.04636,99.16488,99.24292,97.43885,99.47349,99.91684,80.21602
[2022/7/29 0:32:54],XYR0001,1,100.2997,100.0004,100.1691,99.78876,99.99133,99.72387,99.13796,98.74442,99.16715,99.32644,97.6601,99.45538,99.95917,91.61839
[2022/7/29 0:33:08],XYR0001,1,100.3764,99.88599,100.1558,99.70787,100.1325,99.7743,99.37104,98.79244,99.19946,99.35702,97.77438,99.50245,99.96598,96.22667
[2022/7/29 0:33:21],XYR0001,1,100.1077,100.0738,99.86952,99.72038,99.65658,99.78291,98.71593,98.79903,98.89808,99.35501,97.7322,99.33737,99.88444,97.95678
[2022/7/29 0:33:35],XYR0001,1,100.0972,100.0079,99.92805,99.83986,99.7179,99.93165,98.99179,98.88364,99.0176,99.53197,97.58752,99.41228,99.87782,98.74551
[2022/7/29 0:33:49],XYR0001,1,100.2522,99.90574,99.99474,99.5939,99.87923,99.62813,99.03867,98.70957,98.99017,99.35666,98.02,99.39719,99.85717,98.98499
[2022/7/29 0:34:03],XYR0001,1,100.0738,100.0175,99.82392,99.80455,99.86645,99.87888,99.18458,98.9155,99.00212,99.35216,97.97597,99.44504,99.86973,99.15398
[2022/7/29 0:34:17],XYR0001,1,100.2114,99.97386,99.82898,99.65756,99.7888,99.66389,98.94231,98.75817,99.0556,99.25327,97.81674,99.35915,99.83527,99.14239
[2022/7/29 0:34:31],XYR0001,1,100.2875,99.81853,100.0727,99.47066,99.98258,99.5878,99.30649,98.76232,99.18633,99.33979,97.6707,99.40776,99.83578,99.19888
[2022/7/29 0:34:45],XYR0001,1,100.2241,100.0683,99.78331,99.65428,99.70348,99.69283,98.7747,98.78624,98.91497,99.32666,97.39792,99.30244,99.81571,99.139
[2022/7/29 0:34:59],XYR0001,1,100.2698,99.94236,99.88663,99.59293,99.81775,99.78327,99.13348,98.84952,99.05991,99.21001,97.7439,99.38997,99.81224,99.17994
[2022/7/29 0:35:13],XYR0001,1,100.1396,100.0884,99.60371,99.61924,99.66746,99.75813,98.7785,98.88744,98.86588,99.24364,97.74828,99.30913,99.77172,99.13601
[2022/7/29 0:35:27],XYR0001,1,100.22,99.91187,99.80097,99.56059,99.83836,99.68356,99.15346,98.77759,98.9901,99.33754,97.81737,99.37195,99.77546,99.16747
[2022/7/29 0:35:41],XYR0001,1,100.1696,99.8645,99.85347,99.49717,99.74619,99.49533,98.97169,98.71621,98.81228,99.30315,97.54354,99.27027,99.75439,99.10283
[2022/7/29 0:35:54],XYR0001,1,100.0063,99.9854,99.74075,99.81801,99.76573,99.79546,98.97027,98.91118,98.7498,99.3306,97.54013,99.32851,99.79823,99.132
[2022/7/29 0:36:08],XYR0001,1,100.1898,99.96973,99.95543,99.46078,99.85963,99.44632,98.93179,98.69118,98.92059,99.17564,97.72289,99.30215,99.80612,99.07266
[2022/7/29 0:36:22],XYR0001,1,100.1869,99.74616,100.0066,99.44614,100.0368,99.55405,99.28975,98.72806,99.10274,99.11926,97.82861,99.36772,99.80779,99.12433
[2022/7/29 0:36:36],XYR0001,1,100.1028,100.0385,99.65567,99.56554,99.52872,99.63654,98.86488,98.80475,98.91418,99.27402,97.30833,99.2449,99.74138,99.10905
[2022/7/29 0:36:50],XYR0001,1,99.8708,100.0635,99.55515,99.78936,99.53799,99.91864,98.89149,99.01881,99.01565,99.4706,97.44013,99.32474,99.73846,99.20145
[2022/7/29 0:37:04],XYR0001,1,100.195,99.81473,99.87013,99.4704,99.7816,99.48233,98.99883,98.64332,99.04259,99.23242,97.68543,99.29245,99.73592,99.12852
[2022/7/29 0:37:18],XYR0001,1,100.0298,99.86581,99.731,99.69598,99.72642,99.92744,99.00637,98.91721,98.94199,99.40166,97.44808,99.33562,99.74725,99.19476
[2022/7/29 0:37:32],XYR0001,1,100.2502,99.7707,99.95492,99.52618,99.80936,99.52242,99.00277,98.63242,99.01614,99.1912,97.88574,99.32382,99.75807,99.1217
[2022/7/29 0:37:46],XYR0001,1,100.1122,99.89267,99.92481,99.61699,99.69328,99.78059,99.12807,98.83822,99.03793,99.22251,97.93417,99.38013,99.77239,99.16956
[2022/7/29 0:37:59],XYR0001,1,100.1422,99.88133,99.84758,99.56296,99.74399,99.66252,99.00408,98.69745,99.07214,99.15009,97.76455,99.32081,99.76434,99.13818
[2022/7/29 0:38:13],XYR0001,1,100.2575,99.76332,100.0023,99.58831,99.97687,99.62457,99.28998,98.58315,99.1415,99.27443,97.57516,99.37064,99.80536,99.1649
[2022/7/29 0:38:27],XYR0001,1,99.97431,99.94475,99.78695,99.69917,99.63313,99.62517,98.83369,98.69128,98.83216,99.48208,96.98615,99.22626,99.78174,99.12169
[2022/7/29 0:38:41],XYR0001,1,99.86748,100.0134,99.63168,99.88371,99.61387,99.92561,98.82233,98.97423,98.83225,99.45991,97.09342,99.28345,99.78409,99.17039
[2022/7/29 0:38:55],XYR0001,1,100.2689,99.77385,99.91293,99.48425,99.78957,99.526,98.95113,98.73705,99.02932,99.19192,97.56704,99.2938,99.75772,99.12041
[2022/7/29 0:39:08],XYR0001,1,100.346,99.72292,100.1164,99.50976,100.0275,99.63084,99.30539,98.68295,99.16677,99.2113,97.69665,99.4015,99.80958,99.16784
[2022/7/29 0:39:23],XYR0001,1,100.1157,99.90355,99.9091,99.61469,99.75585,99.64217,99.01041,98.69647,99.03117,99.25066,97.49535,99.31137,99.80131,99.14284
[2022/7/29 0:39:37],XYR0001,1,100.0041,99.90871,99.72063,99.79115,99.73347,99.8532,99.18102,98.89818,99.03512,99.23915,97.81042,99.37955,99.79361,99.20193
[2022/7/29 0:39:51],XYR0001,1,100.0299,99.91618,99.75352,99.65658,99.71849,99.79023,98.99718,98.75953,99.03419,99.13783,97.80951,99.32755,99.77416,99.16705
[2022/7/29 0:40:05],XYR0001,1,100.2285,99.80708,99.98972,99.44516,99.92336,99.663,99.2922,98.71346,99.20178,99.26009,97.70403,99.38439,99.78447,99.20248
[2022/7/29 0:40:19],XYR0001,1,100.0887,99.89301,99.75166,99.69879,99.68154,99.70057,98.92054,98.77785,99.01193,99.16358,97.68234,99.30642,99.76754,99.14993
[2022/7/29 0:40:33],XYR0001,1,100.204,99.84276,99.95551,99.65004,99.95176,99.60275,99.25942,98.63965,99.20721,99.18441,97.6904,99.38071,99.81702,99.16719
[2022/7/29 0:40:47],XYR0001,1,100.0455,99.86792,99.76172,99.67934,99.68143,99.60979,98.84813,98.67452,98.90429,99.35101,97.30878,99.24841,99.77537,99.11341
[2022/7/29 0:41:00],XYR0001,1,99.76402,99.93547,99.67927,99.95319,99.6346,99.88831,98.91154,98.96432,98.79229,99.42545,97.02937,99.27072,99.79053,99.16319
[2022/7/29 0:41:14],XYR0001,1,100.0916,99.73891,99.82701,99.55276,99.82152,99.40614,99.00262,98.57888,99.02148,99.32201,97.45162,99.25587,99.75724,99.10501
[2022/7/29 0:41:28],XYR0001,1,100.2614,99.83939,99.97253,99.69482,99.81817,0,0,0,0,99.18102,97.73116,99.49978,99.80164,51.54372
[2022/7/29 0:41:43],XYR0001,1,100.2435,100.0141,99.87032,99.73264,99.72095,99.72002,98.79478,98.82309,98.94584,99.34193,97.62904,99.34875,99.82135,80.09258
[2022/7/29 0:41:57],XYR0001,1,100.1246,100.0004,99.86168,99.7307,99.85489,99.86974,99.15403,98.8417,99.04006,99.47822,97.77674,99.43025,99.84569,91.60308
[2022/7/29 0:42:10],XYR0001,1,100.0679,99.95675,99.73557,99.74466,99.63114,99.80729,98.89771,98.78529,98.984,99.32542,97.72207,99.33253,99.79849,96.1372
[2022/7/29 0:42:24],XYR0001,1,100.1702,99.69815,99.90672,99.47544,99.87752,99.64443,99.24879,98.81669,99.10546,99.21663,97.62495,99.34409,99.76307,97.97872
[2022/7/29 0:42:38],XYR0001,1,100.0691,99.8303,99.75387,99.38602,99.65142,99.55177,98.91183,98.84005,98.83205,99.28519,97.40684,99.22895,99.69847,98.64199
[2022/7/29 0:42:52],XYR0001,1,99.927,99.97201,99.69038,99.78839,99.52557,99.85281,98.74883,98.9704,98.81269,99.35777,97.13855,99.25313,99.72584,98.94589
[2022/7/29 0:43:06],XYR0001,1,100.1596,99.80412,99.89787,99.49574,99.80368,99.46812,98.9292,98.5433,98.98052,99.28013,97.45719,99.25632,99.74055,99.00251
[2022/7/29 0:43:19],XYR0001,1,100.2428,99.6863,100.011,99.42159,100.0651,99.51637,99.30878,98.60082,99.09437,99.21983,97.6853,99.35021,99.77381,99.08982
[2022/7/29 0:43:33],XYR0001,1,99.96865,99.88749,99.64468,99.5827,99.55047,99.67828,98.6533,98.77162,98.82547,99.25333,97.34467,99.19642,99.70933,99.05777
[2022/7/29 0:43:47],XYR0001,1,100.0557,99.80763,99.69773,99.68097,99.62959,99.75304,98.98712,98.82686,98.87054,99.34761,97.36163,99.27439,99.70612,99.11732
[2022/7/29 0:44:02],XYR0001,1,100.0879,99.91644,99.61713,99.60874,99.44028,99.51606,98.8947,98.8624,98.79059,99.3777,97.72504,99.2579,99.66983,99.09991
[2022/7/29 0:44:15],XYR0001,1,100.1515,99.69923,99.88379,99.40256,99.8149,99.52717,99.21009,98.84229,98.99763,99.27769,97.6323,99.31264,99.688,99.14255
[2022/7/29 0:44:29],XYR0001,1,100.0454,99.80431,99.69277,99.49484,99.53458,99.4248,98.87978,98.76972,98.89211,99.31986,97.24252,99.19097,99.65418,99.09138
[2022/7/29 0:44:43],XYR0001,1,99.90012,99.93663,99.63029,99.72427,99.47895,99.78813,98.7962,98.99982,98.89264,99.23995,97.4082,99.2541,99.67719,99.12257
[2022/7/29 0:44:57],XYR0001,1,100.1638,99.80673,99.77759,99.37093,99.77562,99.51794,98.92352,98.74628,98.98004,99.05708,97.70503,99.25678,99.68051,99.076
[2022/7/29 0:45:11],XYR0001,1,100.2116,99.70022,99.96068,99.24331,99.97682,99.432,99.3092,98.64243,99.15844,99.16257,97.6223,99.31088,99.70436,99.11496
[2022/7/29 0:45:24],XYR0001,1,99.8964,99.9436,99.43869,99.57748,99.54995,99.60371,98.76162,98.74525,98.78807,99.20502,97.06031,99.14273,99.6582,99.05843
[2022/7/29 0:45:38],XYR0001,1,99.79037,99.94695,99.35217,99.75746,99.4221,99.84114,98.73968,98.97552,98.78111,99.37453,97.36449,99.21323,99.63509,99.10881
[2022/7/29 0:45:52],XYR0001,1,100.161,99.74792,99.79942,99.35278,99.77814,99.35263,98.95157,98.52952,98.98353,99.13612,97.61434,99.21882,99.65577,99.03793
[2022/7/29 0:46:06],XYR0001,1,100.0187,99.81876,99.8123,99.59918,99.73916,99.60958,99.07657,98.77943,98.92396,99.10686,97.64709,99.28469,99.70772,99.07475
[2022/7/29 0:46:21],XYR0001,1,100.0246,99.71033,99.84641,99.34385,99.76183,99.41994,98.9754,98.59348,99.00845,99.15074,97.66934,99.22767,99.68245,99.04766
[2022/7/29 0:46:34],XYR0001,1,99.87881,99.85825,99.69465,99.73309,99.67074,99.80005,99.02583,98.8862,98.81777,99.15048,97.46879,99.27133,99.71649,99.10071
[2022/7/29 0:46:48],XYR0001,1,100.1146,99.79959,99.83653,99.43308,99.7486,99.4127,99.00806,98.57917,99.03575,99.18976,97.66951,99.25703,99.70927,99.06734
[2022/7/29 0:47:02],XYR0001,1,100.2493,99.66843,99.9964,99.30964,99.95048,99.53168,99.34824,98.65722,99.1934,99.16331,97.68156,99.34089,99.72244,99.13419
[2022/7/29 0:47:16],XYR0001,1,99.94937,99.85243,99.67941,99.61718,99.56348,99.67706,98.65412,98.73148,98.83526,99.25201,97.41409,99.20235,99.69585,99.07167
[2022/7/29 0:47:30],XYR0001,1,100.148,99.67667,99.8681,99.43402,99.84159,99.58966,99.08125,98.73804,99.04385,99.2778,97.50293,99.29107,99.7014,99.11634
[2022/7/29 0:47:44],XYR0001,1,99.90608,99.79615,99.78854,99.42973,99.67948,99.40679,98.77481,98.69916,98.85597,99.32132,97.23965,99.17252,99.68464,99.0535
[2022/7/29 0:47:58],XYR0001,1,99.83646,99.95704,99.72121,99.73884,99.50694,99.78094,98.74264,98.98476,98.78015,99.36003,97.31286,99.24744,99.71246,99.09923
[2022/7/29 0:48:11],XYR0001,1,100.0657,99.72375,99.85229,99.45984,99.763,99.45538,98.96181,98.5807,98.9744,99.17556,97.35426,99.21516,99.70482,99.05743
[2022/7/29 0:48:25],XYR0001,1,100.219,99.70763,100.0441,99.47162,100.0703,99.5206,99.3503,98.61922,99.13303,99.21574,97.65445,99.36418,99.77597,99.12363
[2022/7/29 0:48:40],XYR0001,1,100.211,99.93012,99.71328,99.63693,99.59097,99.70815,98.786,98.83527,98.91408,99.36204,97.02864,99.24696,99.74108,99.12212
[2022/7/29 0:48:54],XYR0001,1,100.2887,99.71146,99.9911,99.51524,100.0169,99.67656,99.29207,98.74562,99.18236,99.28998,97.60983,99.39271,99.78165,99.19124
[2022/7/29 0:49:07],XYR0001,1,100.112,99.91267,99.68375,99.75328,99.66402,99.72855,98.68353,98.75434,98.69963,99.04452,97.40673,99.22209,99.76472,99.06576
[2022/7/29 0:49:21],XYR0001,1,100.0023,99.75269,99.71024,99.70824,99.58697,99.6441,98.73844,98.73705,98.77821,99.17815,97.26646,99.19116,99.71961,99.03542
[2022/7/29 0:49:35],XYR0001,1,100.0867,99.59434,99.77425,99.41592,99.69132,99.31681,98.85019,98.45576,98.74257,99.06313,97.44994,99.13098,99.65922,98.94557
[2022/7/29 0:49:49],XYR0001,1,99.8149,99.74613,99.6728,99.67227,99.62379,99.63199,98.8595,98.67003,98.60767,99.06073,97.42249,99.16203,99.67093,98.95782
[2022/7/29 0:50:03],XYR0001,1,100.0025,99.76716,99.73284,99.47662,99.67651,99.44543,98.88169,98.35147,98.75369,98.99201,97.39988,99.13452,99.66634,98.91404
[2022/7/29 0:50:16],XYR0001,1,100.0945,99.59271,99.90469,99.43607,99.88658,99.52828,99.17756,98.37556,98.84933,98.8723,97.42056,99.19438,99.68954,98.94198
[2022/7/29 0:50:30],XYR0001,1,99.89084,99.81496,99.56178,99.53828,99.47705,99.54321,98.65342,98.57911,98.68096,99.0404,97.13418,99.08311,99.63463,98.91644
